source,target,weight
A000001,A000023,1
A000001,A000107,1
A000001,A000262,1
A000001,A000310,1
A000001,A000363,1
A000001,A000472,1
A000001,A000477,1
A000002,A000395,1
A000002,A000398,1
A000002,A000456,1
A000003,A000158,1
A000003,A000276,1
A000003,A000282,1
A000003,A000382,1
A000003,A000426,1
A000003,A000545,1
A000004,A000012,1
A000004,A000141,1
A000004,A000170,1
A000004,A000258,1
A000004,A000259,1
A000004,A000289,1
A000004,A000351,1
A000004,A000380,1
A000004,A000381,1
A000004,A000382,1
A000004,A000383,1
A000004,A000386,1
A000004,A000407,1
A000004,A000413,1
A000004,A000467,1
A000004,A000493,1
A000004,A000506,1
A000004,A000516,1
A000004,A000545,1
A000004,A000547,1
A000005,A000022,1
A000005,A000046,1
A000005,A000139,1
A000005,A000391,1
A000006,A000026,1
A000006,A000043,1
A000006,A000065,1
A000006,A000128,1
A000006,A000303,1
A000006,A000319,1
A000006,A000335,1
A000006,A000362,1
A000006,A000422,1
A000006,A000434,1
A000006,A000443,1
A000006,A000451,1
A000006,A000474,1
A000006,A000491,1
A000006,A000499,1
A000006,A000518,1
A000006,A000529,1
A000007,A000324,1
A000007,A000394,1
A000008,A000050,1
A000008,A000177,1
A000008,A000181,1
A000008,A000349,1
A000008,A000418,1
A000008,A000425,1
A000008,A000442,1
A000008,A000459,1
A000009,A000063,1
A000009,A000197,1
A000009,A000330,1
A000009,A000383,1
A000010,A000034,1
A000010,A000040,1
A000010,A000045,1
A000010,A000048,1
A000010,A000054,1
A000010,A000060,1
A000010,A000092,1
A000010,A000129,1
A000010,A000134,1
A000010,A000136,1
A000010,A000137,1
A000010,A000165,1
A000010,A000179,1
A000010,A000186,1
A000010,A000209,1
A000010,A000230,1
A000010,A000267,1
A000010,A000274,1
A000010,A000277,1
A000010,A000321,1
A000010,A000333,1
A000010,A000342,1
A000010,A000373,1
A000010,A000378,1
A000010,A000392,1
A000010,A000419,1
A000010,A000428,1
A000010,A000445,1
A000010,A000468,1
A000010,A000489,1
A000010,A000496,1
A000010,A000526,1
A000010,A000538,1
A000010,A000550,1
A000011,A000121,1
A000011,A000142,1
A000011,A000191,1
A000011,A000200,1
A000011,A000249,1
A000011,A000257,1
A000011,A000263,1
A000011,A000284,1
A000011,A000316,1
A000011,A000331,1
A000011,A000340,1
A000011,A000353,1
A000011,A000424,1
A000011,A000449,1
A000011,A000463,1
A000011,A000519,1
A000011,A000520,1
A000011,A000556,1
A000012,A000141,1
A000012,A000170,1
A000012,A000259,1
A000012,A000351,1
A000012,A000383,1
A000012,A000413,1
A000012,A000467,1
A000012,A000493,1
A000012,A000506,1
A000013,A000038,1
A000013,A000096,1
A000013,A000246,1
A000013,A000254,1
A000013,A000397,1
A000013,A000434,1
A000013,A000495,1
A000013,A000536,1
A000013,A000543,1
A000014,A000105,1
A000014,A000179,1
A000014,A000230,1
A000014,A000321,1
A000014,A000334,1
A000014,A000391,1
A000014,A000503,1
A000014,A000531,1
A000014,A000559,1
A000014,A000560,1
A000015,A000328,1
A000016,A000027,1
A000016,A000087,2
A000016,A000172,1
A000016,A000176,1
A000016,A000183,1
A000016,A000190,1
A000016,A000212,1
A000016,A000381,1
A000016,A000391,1
A000016,A000420,1
A000016,A000442,1
A000016,A000474,1
A000016,A000546,1
A000017,A000097,1
A000017,A000124,1
A000017,A000143,1
A000017,A000162,1
A000017,A000483,1
A000018,A000059,1
A000018,A000152,1
A000018,A000228,1
A000018,A000233,1
A000018,A000301,1
A000018,A000381,1
A000018,A000448,1
A000018,A000568,1
A000019,A000048,1
A000019,A000088,1
A000019,A000105,1
A000019,A000125,1
A000019,A000179,1
A000019,A000250,1
A000019,A000350,1
A000019,A000366,1
A000019,A000374,1
A000019,A000403,1
A000019,A000424,1
A000019,A000478,1
A000019,A000554,1
A000020,A000104,1
A000020,A000114,1
A000020,A000198,1
A000020,A000249,1
A000020,A000378,1
A000020,A000445,1
A000020,A000514,1
A000020,A000569,1
A000021,A000143,1
A000021,A000317,1
A000021,A000537,1
A000022,A000046,1
A000022,A000139,1
A000022,A000391,1
A000023,A000107,1
A000023,A000262,1
A000023,A000310,1
A000023,A000363,1
A000023,A000472,1
A000023,A000477,1
A000024,A000028,1
A000024,A000047,1
A000024,A000068,1
A000024,A000075,1
A000024,A000216,1
A000024,A000253,1
A000024,A000268,1
A000024,A000274,1
A000024,A000389,1
A000024,A000409,1
A000024,A000411,1
A000024,A000429,1
A000024,A000471,1
A000024,A000473,1
A000024,A000525,1
A000025,A000031,1
A000025,A000156,1
A000025,A000177,1
A000025,A000205,1
A000025,A000249,1
A000025,A000256,1
A000025,A000330,1
A000025,A000341,1
A000025,A000387,1
A000025,A000420,1
A000025,A000425,1
A000026,A000043,1
A000026,A000065,1
A000026,A000128,1
A000026,A000303,1
A000026,A000319,1
A000026,A000335,1
A000026,A000362,1
A000026,A000422,1
A000026,A000434,1
A000026,A000443,1
A000026,A000451,1
A000026,A000474,1
A000026,A000491,1
A000026,A000499,1
A000026,A000518,1
A000026,A000529,1
A000027,A000087,1
A000027,A000183,1
A000027,A000474,1
A000028,A000047,1
A000028,A000141,1
A000028,A000189,1
A000028,A000199,1
A000028,A000253,1
A000028,A000268,1
A000028,A000274,2
A000028,A000409,1
A000028,A000411,1
A000028,A000471,1
A000028,A000473,1
A000028,A000492,1
A000028,A000510,1
A000028,A000525,1
A000029,A000030,1
A000029,A000039,1
A000029,A000051,1
A000029,A000124,1
A000029,A000171,1
A000029,A000174,1
A000029,A000183,1
A000029,A000202,1
A000029,A000238,1
A000029,A000255,1
A000029,A000274,1
A000029,A000279,1
A000029,A000490,1
A000029,A000556,1
A000030,A000039,1
A000030,A000051,1
A000030,A000171,1
A000030,A000174,1
A000030,A000202,1
A000030,A000255,1
A000030,A000274,1
A000030,A000279,1
A000031,A000063,1
A000031,A000205,1
A000031,A000239,1
A000031,A000331,1
A000031,A000338,1
A000031,A000385,1
A000031,A000387,1
A000031,A000420,1
A000031,A000426,1
A000031,A000464,1
A000031,A000563,1
A000032,A000141,1
A000032,A000210,1
A000032,A000313,1
A000032,A000322,1
A000032,A000398,1
A000032,A000420,1
A000032,A000548,1
A000033,A000080,1
A000033,A000125,1
A000033,A000183,1
A000033,A000193,1
A000033,A000278,1
A000033,A000348,1
A000033,A000398,1
A000033,A000444,1
A000033,A000462,1
A000033,A000479,1
A000033,A000485,1
A000033,A000505,1
A000034,A000045,1
A000034,A000048,1
A000034,A000136,1
A000034,A000137,1
A000034,A000179,1
A000034,A000186,1
A000034,A000209,1
A000034,A000274,1
A000034,A000277,1
A000034,A000321,1
A000034,A000333,1
A000034,A000378,1
A000034,A000392,1
A000034,A000445,1
A000034,A000489,1
A000034,A000496,1
A000034,A000538,1
A000034,A000550,1
A000035,A000259,1
A000035,A000385,1
A000035,A000425,1
A000035,A000449,1
A000036,A000109,1
A000036,A000442,1
A000036,A000513,1
A000037,A000044,1
A000037,A000090,1
A000037,A000139,1
A000037,A000206,1
A000037,A000320,1
A000037,A000430,1
A000037,A000454,1
A000037,A000557,1
A000038,A000096,1
A000038,A000246,1
A000038,A000254,1
A000038,A000397,1
A000038,A000434,1
A000038,A000495,1
A000038,A000536,1
A000038,A000543,1
A000039,A000051,1
A000039,A000171,1
A000039,A000174,1
A000039,A000202,1
A000039,A000255,1
A000039,A000274,1
A000039,A000279,1
A000040,A000060,1
A000040,A000092,1
A000040,A000134,1
A000040,A000165,1
A000040,A000267,1
A000040,A000342,1
A000040,A000373,1
A000040,A000428,1
A000041,A000173,1
A000041,A000197,1
A000041,A000208,1
A000041,A000239,1
A000041,A000329,1
A000041,A000332,1
A000041,A000453,1
A000042,A000082,1
A000042,A000118,1
A000042,A000207,1
A000042,A000359,1
A000042,A000455,1
A000042,A000535,1
A000043,A000065,1
A000043,A000128,1
A000043,A000303,1
A000043,A000319,1
A000043,A000335,1
A000043,A000362,1
A000043,A000422,1
A000043,A000434,1
A000043,A000443,1
A000043,A000451,1
A000043,A000474,1
A000043,A000491,1
A000043,A000499,1
A000043,A000518,1
A000043,A000529,1
A000044,A000056,1
A000044,A000090,1
A000044,A000139,1
A000044,A000206,1
A000044,A000296,1
A000044,A000306,1
A000044,A000320,1
A000044,A000383,1
A000044,A000393,1
A000044,A000430,1
A000044,A000454,1
A000044,A000493,1
A000044,A000557,1
A000045,A000048,1
A000045,A000136,1
A000045,A000137,1
A000045,A000179,1
A000045,A000186,1
A000045,A000209,1
A000045,A000274,1
A000045,A000277,1
A000045,A000321,1
A000045,A000333,1
A000045,A000378,1
A000045,A000392,1
A000045,A000445,1
A000045,A000489,1
A000045,A000496,1
A000045,A000538,1
A000045,A000550,1
A000046,A000139,1
A000046,A000391,1
A000047,A000226,1
A000047,A000253,1
A000047,A000261,1
A000047,A000268,1
A000047,A000273,1
A000047,A000274,1
A000047,A000283,1
A000047,A000287,1
A000047,A000290,1
A000047,A000368,1
A000047,A000372,1
A000047,A000375,1
A000047,A000379,1
A000047,A000409,1
A000047,A000411,1
A000047,A000412,1
A000047,A000471,1
A000047,A000473,1
A000047,A000525,1
A000048,A000088,1
A000048,A000105,1
A000048,A000125,1
A000048,A000136,1
A000048,A000137,1
A000048,A000179,2
A000048,A000186,1
A000048,A000209,1
A000048,A000250,1
A000048,A000274,1
A000048,A000277,1
A000048,A000321,1
A000048,A000333,1
A000048,A000350,1
A000048,A000366,1
A000048,A000374,1
A000048,A000378,1
A000048,A000392,1
A000048,A000403,1
A000048,A000424,1
A000048,A000445,1
A000048,A000478,1
A000048,A000489,1
A000048,A000496,1
A000048,A000538,1
A000048,A000550,1
A000048,A000554,1
A000049,A000333,1
A000049,A000466,1
A000050,A000177,1
A000050,A000181,1
A000050,A000349,1
A000050,A000418,1
A000050,A000425,1
A000050,A000442,1
A000050,A000459,1
A000051,A000171,1
A000051,A000174,1
A000051,A000202,1
A000051,A000255,1
A000051,A000274,1
A000051,A000279,1
A000052,A000067,1
A000052,A000074,1
A000052,A000161,1
A000052,A000220,1
A000052,A000441,1
A000053,A000078,1
A000053,A000103,1
A000053,A000381,1
A000053,A000426,1
A000054,A000080,1
A000054,A000086,1
A000054,A000129,1
A000054,A000204,1
A000054,A000218,1
A000054,A000230,1
A000054,A000280,1
A000054,A000335,1
A000054,A000419,1
A000054,A000446,1
A000054,A000458,1
A000054,A000468,1
A000054,A000526,1
A000055,A000056,1
A000055,A000134,1
A000055,A000139,1
A000055,A000142,1
A000055,A000151,1
A000055,A000156,1
A000055,A000158,1
A000055,A000166,1
A000055,A000237,1
A000055,A000257,1
A000055,A000262,1
A000055,A000265,1
A000055,A000274,1
A000055,A000284,1
A000055,A000306,1
A000055,A000391,1
A000055,A000401,1
A000055,A000475,1
A000055,A000516,1
A000055,A000549,1
A000055,A000566,1
A000056,A000139,1
A000056,A000166,1
A000056,A000178,1
A000056,A000237,1
A000056,A000241,1
A000056,A000255,1
A000056,A000262,1
A000056,A000265,2
A000056,A000296,1
A000056,A000306,1
A000056,A000345,1
A000056,A000361,1
A000056,A000376,1
A000056,A000383,1
A000056,A000393,1
A000056,A000400,1
A000056,A000439,1
A000056,A000472,1
A000056,A000475,1
A000056,A000493,1
A000056,A000566,1
A000057,A000067,1
A000057,A000087,1
A000057,A000184,1
A000058,A000070,1
A000058,A000240,1
A000058,A000270,1
A000058,A000284,1
A000058,A000449,1
A000058,A000510,1
A000059,A000152,1
A000059,A000228,1
A000059,A000233,1
A000059,A000301,1
A000059,A000381,1
A000059,A000448,1
A000059,A000568,1
A000060,A000092,1
A000060,A000134,1
A000060,A000165,1
A000060,A000267,1
A000060,A000342,1
A000060,A000373,1
A000060,A000428,1
A000061,A000249,1
A000061,A000336,1
A000061,A000343,1
A000061,A000373,1
A000062,A000084,1
A000062,A000095,1
A000062,A000101,1
A000062,A000111,1
A000062,A000142,1
A000062,A000197,1
A000062,A000271,1
A000062,A000274,1
A000062,A000334,1
A000062,A000369,1
A000062,A000381,1
A000062,A000416,2
A000062,A000450,1
A000062,A000493,2
A000062,A000500,1
A000062,A000515,1
A000063,A000170,1
A000063,A000177,1
A000063,A000189,1
A000063,A000197,1
A000063,A000225,1
A000063,A000239,1
A000063,A000330,1
A000063,A000373,1
A000063,A000383,1
A000063,A000385,1
A000063,A000426,1
A000063,A000438,1
A000063,A000476,1
A000063,A000531,1
A000064,A000126,1
A000064,A000189,1
A000064,A000230,1
A000064,A000272,1
A000064,A000281,1
A000064,A000308,1
A000064,A000381,1
A000064,A000391,1
A000064,A000403,1
A000064,A000435,1
A000064,A000480,1
A000065,A000099,1
A000065,A000128,1
A000065,A000292,1
A000065,A000303,1
A000065,A000319,1
A000065,A000335,1
A000065,A000359,1
A000065,A000362,1
A000065,A000378,1
A000065,A000422,1
A000065,A000434,1
A000065,A000443,1
A000065,A000451,1
A000065,A000459,1
A000065,A000474,1
A000065,A000491,1
A000065,A000499,1
A000065,A000518,1
A000065,A000529,1
A000066,A000080,1
A000066,A000156,1
A000066,A000244,1
A000066,A000546,1
A000067,A000074,1
A000067,A000087,1
A000067,A000161,1
A000067,A000184,1
A000067,A000220,1
A000067,A000358,1
A000067,A000369,1
A000067,A000426,1
A000067,A000441,1
A000068,A000216,1
A000068,A000429,1
A000069,A000147,1
A000069,A000256,1
A000070,A000240,1
A000070,A000270,1
A000070,A000284,1
A000070,A000449,1
A000070,A000510,1
A000071,A000127,1
A000071,A000133,1
A000071,A000207,1
A000071,A000345,1
A000071,A000494,1
A000072,A000150,1
A000072,A000181,1
A000072,A000219,1
A000072,A000327,1
A000072,A000393,1
A000073,A000109,1
A000073,A000186,1
A000073,A000229,1
A000073,A000346,1
A000073,A000388,1
A000073,A000430,1
A000073,A000507,1
A000073,A000508,1
A000074,A000161,1
A000074,A000220,1
A000074,A000441,1
A000075,A000389,1
A000076,A000116,1
A000076,A000192,1
A000076,A000195,1
A000076,A000232,1
A000076,A000240,1
A000076,A000243,1
A000076,A000307,1
A000076,A000309,1
A000076,A000318,1
A000076,A000406,1
A000076,A000522,1
A000077,A000119,1
A000077,A000360,1
A000077,A000461,1
A000078,A000103,1
A000078,A000381,1
A000078,A000426,1
A000079,A000185,1
A000079,A000192,1
A000079,A000196,1
A000079,A000234,1
A000079,A000350,1
A000079,A000440,1
A000079,A000561,1
A000080,A000086,1
A000080,A000125,1
A000080,A000145,1
A000080,A000156,1
A000080,A000183,1
A000080,A000193,1
A000080,A000204,1
A000080,A000218,1
A000080,A000244,1
A000080,A000278,1
A000080,A000280,1
A000080,A000285,1
A000080,A000297,1
A000080,A000335,1
A000080,A000348,2
A000080,A000398,1
A000080,A000444,1
A000080,A000446,1
A000080,A000458,1
A000080,A000462,1
A000080,A000479,1
A000080,A000485,1
A000080,A000505,1
A000080,A000546,1
A000081,A000344,1
A000081,A000351,1
A000081,A000378,1
A000082,A000118,1
A000082,A000359,1
A000082,A000535,1
A000083,A000112,1
A000083,A000132,1
A000083,A000293,1
A000083,A000477,1
A000083,A000482,1
A000083,A000524,1
A000084,A000095,1
A000084,A000197,2
A000084,A000199,1
A000084,A000274,1
A000084,A000302,1
A000084,A000354,1
A000084,A000369,1
A000084,A000370,1
A000084,A000385,1
A000084,A000416,1
A000084,A000426,1
A000084,A000493,1
A000084,A000500,1
A000084,A000501,1
A000084,A000506,1
A000084,A000517,1
A000084,A000546,1
A000084,A000556,1
A000085,A000098,1
A000085,A000272,1
A000085,A000373,1
A000085,A000377,1
A000085,A000407,1
A000085,A000412,1
A000085,A000553,1
A000086,A000204,1
A000086,A000218,1
A000086,A000280,1
A000086,A000335,1
A000086,A000446,1
A000086,A000458,1
A000087,A000110,1
A000087,A000176,1
A000087,A000183,1
A000087,A000184,1
A000087,A000212,1
A000087,A000213,1
A000087,A000260,1
A000087,A000268,1
A000087,A000298,1
A000087,A000299,1
A000087,A000305,1
A000087,A000308,1
A000087,A000381,1
A000087,A000442,1
A000087,A000474,1
A000087,A000516,1
A000087,A000523,1
A000087,A000546,1
A000088,A000105,1
A000088,A000114,1
A000088,A000125,1
A000088,A000179,1
A000088,A000183,1
A000088,A000190,1
A000088,A000250,1
A000088,A000350,1
A000088,A000366,1
A000088,A000373,1
A000088,A000374,1
A000088,A000403,1
A000088,A000413,1
A000088,A000424,1
A000088,A000478,1
A000088,A000513,1
A000088,A000554,1
A000089,A000138,1
A000089,A000141,1
A000089,A000200,1
A000089,A000376,1
A000090,A000120,1
A000090,A000123,1
A000090,A000139,1
A000090,A000143,1
A000090,A000190,1
A000090,A000206,1
A000090,A000304,1
A000090,A000311,1
A000090,A000320,1
A000090,A000356,1
A000090,A000402,1
A000090,A000430,1
A000090,A000431,1
A000090,A000436,1
A000090,A000454,1
A000090,A000474,1
A000090,A000487,1
A000090,A000554,1
A000090,A000557,1
A000090,A000560,1
A000091,A000130,1
A000091,A000437,1
A000092,A000134,1
A000092,A000165,1
A000092,A000267,1
A000092,A000342,1
A000092,A000373,1
A000092,A000428,1
A000093,A000109,1
A000093,A000115,1
A000093,A000181,1
A000093,A000182,1
A000093,A000197,1
A000093,A000208,1
A000093,A000227,1
A000093,A000249,1
A000093,A000255,2
A000093,A000274,1
A000093,A000275,1
A000093,A000320,1
A000093,A000323,1
A000093,A000325,1
A000093,A000333,1
A000093,A000347,1
A000093,A000348,1
A000093,A000381,1
A000093,A000383,1
A000093,A000412,1
A000093,A000442,1
A000093,A000467,1
A000093,A000475,1
A000093,A000493,1
A000093,A000550,1
A000093,A000556,1
A000094,A000143,1
A000094,A000199,1
A000094,A000300,1
A000094,A000326,1
A000094,A000330,1
A000094,A000373,1
A000094,A000515,1
A000095,A000139,1
A000095,A000143,1
A000095,A000153,1
A000095,A000170,1
A000095,A000197,1
A000095,A000233,1
A000095,A000274,1
A000095,A000323,1
A000095,A000369,1
A000095,A000398,1
A000095,A000427,1
A000095,A000472,1
A000095,A000493,1
A000095,A000496,1
A000095,A000541,1
A000096,A000113,1
A000096,A000246,1
A000096,A000254,1
A000096,A000255,1
A000096,A000256,1
A000096,A000397,1
A000096,A000434,1
A000096,A000495,1
A000096,A000536,1
A000096,A000543,1
A000097,A000124,1
A000097,A000143,1
A000097,A000162,1
A000097,A000483,1
A000098,A000272,1
A000098,A000373,1
A000098,A000377,1
A000098,A000407,1
A000098,A000412,1
A000098,A000553,1
A000099,A000102,1
A000099,A000159,1
A000099,A000161,1
A000099,A000169,1
A000099,A000186,1
A000099,A000274,1
A000099,A000281,1
A000099,A000292,1
A000099,A000312,1
A000099,A000323,1
A000099,A000348,1
A000099,A000359,1
A000099,A000378,1
A000099,A000380,1
A000099,A000415,1
A000099,A000428,1
A000099,A000459,1
A000099,A000476,1
A000099,A000532,1
A000099,A000537,1
A000100,A000177,1
A000100,A000197,1
A000100,A000242,1
A000100,A000255,1
A000100,A000387,1
A000100,A000398,1
A000100,A000425,1
A000100,A000506,1
A000101,A000111,1
A000101,A000142,1
A000101,A000191,1
A000101,A000381,1
A000101,A000416,1
A000101,A000417,1
A000101,A000447,1
A000101,A000450,1
A000101,A000500,1
A000102,A000159,1
A000102,A000415,1
A000102,A000428,1
A000102,A000476,1
A000102,A000532,1
A000103,A000381,1
A000103,A000426,1
A000104,A000114,1
A000104,A000198,1
A000104,A000249,1
A000104,A000378,1
A000104,A000445,1
A000104,A000514,1
A000104,A000569,1
A000105,A000125,1
A000105,A000177,1
A000105,A000178,1
A000105,A000179,2
A000105,A000225,1
A000105,A000230,1
A000105,A000250,1
A000105,A000321,1
A000105,A000334,1
A000105,A000350,1
A000105,A000366,1
A000105,A000374,1
A000105,A000383,1
A000105,A000391,1
A000105,A000403,1
A000105,A000424,1
A000105,A000478,1
A000105,A000503,1
A000105,A000531,1
A000105,A000554,1
A000105,A000559,1
A000105,A000560,1
A000106,A000114,1
A000106,A000124,1
A000106,A000230,1
A000106,A000355,1
A000106,A000367,1
A000106,A000552,1
A000107,A000262,1
A000107,A000310,1
A000107,A000363,1
A000107,A000472,1
A000107,A000477,1
A000108,A000110,1
A000108,A000146,1
A000108,A000170,1
A000108,A000194,1
A000108,A000247,1
A000108,A000281,1
A000108,A000484,1
A000108,A000513,1
A000108,A000544,1
A000109,A000115,1
A000109,A000186,1
A000109,A000227,1
A000109,A000229,1
A000109,A000249,1
A000109,A000255,2
A000109,A000275,1
A000109,A000333,1
A000109,A000346,1
A000109,A000381,1
A000109,A000388,1
A000109,A000425,1
A000109,A000428,1
A000109,A000430,2
A000109,A000442,2
A000109,A000475,1
A000109,A000507,2
A000109,A000508,1
A000109,A000513,1
A000109,A000550,1
A000110,A000146,1
A000110,A000170,1
A000110,A000194,1
A000110,A000203,1
A000110,A000213,1
A000110,A000247,1
A000110,A000260,1
A000110,A000268,1
A000110,A000281,1
A000110,A000298,1
A000110,A000299,1
A000110,A000305,1
A000110,A000308,2
A000110,A000432,1
A000110,A000433,1
A000110,A000477,1
A000110,A000484,1
A000110,A000513,1
A000110,A000516,1
A000110,A000523,1
A000110,A000544,1
A000111,A000381,1
A000111,A000416,1
A000111,A000450,1
A000111,A000500,1
A000112,A000132,1
A000112,A000293,1
A000112,A000477,1
A000112,A000482,1
A000112,A000524,1
A000113,A000170,1
A000113,A000196,1
A000113,A000197,1
A000113,A000255,1
A000113,A000256,1
A000113,A000259,1
A000113,A000288,1
A000113,A000401,1
A000113,A000467,1
A000114,A000124,1
A000114,A000175,1
A000114,A000181,2
A000114,A000183,1
A000114,A000190,1
A000114,A000198,1
A000114,A000200,1
A000114,A000230,1
A000114,A000249,1
A000114,A000337,1
A000114,A000352,1
A000114,A000355,1
A000114,A000367,1
A000114,A000373,1
A000114,A000378,1
A000114,A000413,1
A000114,A000445,1
A000114,A000477,2
A000114,A000513,1
A000114,A000514,1
A000114,A000531,1
A000114,A000533,1
A000114,A000552,1
A000114,A000569,3
A000115,A000227,1
A000115,A000249,1
A000115,A000255,1
A000115,A000275,1
A000115,A000333,1
A000115,A000381,1
A000115,A000475,1
A000115,A000550,1
A000116,A000192,1
A000116,A000195,1
A000116,A000232,1
A000116,A000240,1
A000116,A000243,1
A000116,A000307,1
A000116,A000309,1
A000116,A000318,1
A000116,A000406,1
A000116,A000522,1
A000117,A000170,1
A000117,A000262,1
A000117,A000373,1
A000117,A000512,1
A000118,A000359,1
A000118,A000535,1
A000119,A000360,1
A000119,A000461,1
A000120,A000123,1
A000120,A000143,1
A000120,A000190,1
A000120,A000304,1
A000120,A000311,1
A000120,A000356,1
A000120,A000402,1
A000120,A000431,1
A000120,A000436,1
A000120,A000474,1
A000120,A000487,1
A000120,A000554,1
A000120,A000560,1
A000121,A000142,1
A000121,A000191,1
A000121,A000200,1
A000121,A000249,1
A000121,A000284,1
A000121,A000331,1
A000121,A000340,1
A000121,A000353,1
A000121,A000449,1
A000121,A000463,1
A000121,A000520,1
A000121,A000556,1
A000122,A000159,1
A000122,A000217,1
A000122,A000256,1
A000122,A000274,1
A000122,A000349,1
A000122,A000367,1
A000122,A000493,1
A000122,A000555,1
A000123,A000143,1
A000123,A000190,1
A000123,A000304,1
A000123,A000311,1
A000123,A000356,1
A000123,A000402,1
A000123,A000431,1
A000123,A000436,1
A000123,A000474,1
A000123,A000487,1
A000123,A000554,1
A000123,A000560,1
A000124,A000143,1
A000124,A000148,1
A000124,A000162,1
A000124,A000183,1
A000124,A000230,1
A000124,A000238,1
A000124,A000256,1
A000124,A000281,1
A000124,A000291,1
A000124,A000351,1
A000124,A000355,1
A000124,A000367,1
A000124,A000373,1
A000124,A000483,1
A000124,A000490,1
A000124,A000510,1
A000124,A000552,1
A000124,A000556,1
A000125,A000179,1
A000125,A000183,1
A000125,A000193,1
A000125,A000250,1
A000125,A000278,1
A000125,A000348,1
A000125,A000350,1
A000125,A000366,1
A000125,A000374,1
A000125,A000398,1
A000125,A000403,1
A000125,A000424,1
A000125,A000444,1
A000125,A000462,1
A000125,A000478,1
A000125,A000479,1
A000125,A000485,1
A000125,A000505,1
A000125,A000554,1
A000126,A000189,1
A000126,A000230,1
A000126,A000272,1
A000126,A000281,1
A000126,A000308,1
A000126,A000381,1
A000126,A000391,2
A000126,A000403,1
A000126,A000435,1
A000126,A000480,1
A000127,A000133,1
A000127,A000207,1
A000127,A000345,1
A000127,A000494,1
A000128,A000303,1
A000128,A000319,1
A000128,A000335,1
A000128,A000362,1
A000128,A000422,1
A000128,A000434,1
A000128,A000443,1
A000128,A000451,1
A000128,A000474,1
A000128,A000491,1
A000128,A000499,1
A000128,A000518,1
A000128,A000529,1
A000129,A000141,1
A000129,A000155,1
A000129,A000157,1
A000129,A000191,1
A000129,A000230,1
A000129,A000383,1
A000129,A000419,1
A000129,A000468,1
A000129,A000493,1
A000129,A000507,1
A000129,A000526,1
A000130,A000437,1
A000131,A000134,1
A000131,A000135,1
A000131,A000214,1
A000131,A000511,1
A000132,A000293,1
A000132,A000477,1
A000132,A000482,1
A000132,A000524,1
A000133,A000207,1
A000133,A000345,1
A000133,A000494,1
A000134,A000135,1
A000134,A000165,1
A000134,A000214,1
A000134,A000257,1
A000134,A000267,1
A000134,A000306,1
A000134,A000342,1
A000134,A000373,1
A000134,A000428,1
A000134,A000511,1
A000134,A000516,1
